codigo,descricao
4.09.00000500663,PARAFUSO MADEIRA CABECA CHATA PHS 5.0 X 35MM
4.09.00000500664,REBITE REPUXO 4.0 X 25
4.09.00000500665,REBITE REPUXO 4.8 X 25
"4.09.00000500666,CHAVE DE IMPACTO 1"" 245KGF LONGA PDR PRO"
4.09.00000500667,PEÄA DE ENGATE 170/180/250/046/382
4.09.00000500668,CONTAINER DEPOSITO 118ER
4.09.00000500669,BITS PARA FRESADORA
4.09.00000500670,CHAVE IMPACTO PDR 1320KGFMQC/MALETA
4.09.00000500671,PARAFUSO 4.5 X 25
4.09.00000500672,BUCHA Nß10
4.09.00000500673,PARAFUSO AUTO BROCANTE 12 X 3/4
4.09.00000500674,EXTENS«O ELêTRICA 2P 5 METROS
4.09.00000500675,BUCHA Nß8
4.09.00000500676,PARAFUSO 5.0 X 50
4.09.00000500677,KITS BROCA X-LINE X 30 PÄS
4.09.00000500678,CHAVE PARA MANDRIL N3 5/8
4.09.00000500679,INTERRUPTOR DIFERENCIAL 4P 63A
4.09.00000500680,GRAVADOR VIBRAT
4.09.00000500681,FERRAMENTA PARA SOLTAR TERMINAL DIRECAO SCANIA
4.09.00000500682,FERRAMENTA PARA SOLTAR TERMINAL DIRECAO 8065/95
4.09.00000500683,FERRAMENTA PARA GIRAR VOLANTE MOTOR SCANIA
4.09.00000500684,CALIBRE PARA  UNIDADE INJETORA PDE SCANIA
4.09.00000500685,JOGO SOQUETE TORQUE ENCAIXE 1.2 (E10 A E24) (T30 A T70) 16PCS
4.09.00000500686,FERRAMENTA PARA SOLTAR TERMINAL DIRECAO MBB
4.09.00000500687,PARAFUSADEIRA FUR 20V 1/2
4.09.00000500688,BROCA AR PARAL 8,0 A002 DORME
4.09.00000500689,BROCA LONGA P/ MADEIRA 05/16 X 280 MM
4.09.00000500690,BROCA AÄO RAP TITANIO 09.05 MM
4.09.00000500691,BROCA AR PARAL 10,0 A002 DORME
4.09.00000500692,BROCA AR PAR 338 12,0 MM TIN
4.09.00000500693,BROCA AÄO RAPIDO 14,5 A100 DORME
4.09.00000500694,BROCA MULT MATERIAL IRWIN
4.09.00000500695,BROCA DE VIDEA BOSCH 8 MM
4.09.00000500696,BROCA DE VIDEA BOSCH 10MM
4.09.00000500697,BROCA DE VIDEA BOSCH 12MM
4.09.00000500698,CONJUNTO MOVEL DE BRITAGEM E PENEIRAMENTO
4.09.00000500699,MAÄARICO DE SOLDA - SOLDOX 200W
4.09.00000500700,LAVADORA DE ALTA PRESSAO - MODELO BL 1300 C   127 V - BRANCO
4.09.00000500701,EXTENS«O ELêTRICA (20 METROS)
4.09.00000500702,PONTEIRO PARA ROMPEDOR 5011E  RAMMER
4.09.00000500703,PONTEIRO PARA ROMPEDOR 3288E RAMMER 884x1300mm
4.09.00000500704,TORNO BANCADA INDRUSTRIAL  N10
4.09.00000504450,CHAVE DE BATER ESTRIA  1.3/4ÔÔ
4.09.00000519580,FORMAO CHANFRADO 1/2 DIV.
4.09.00000528970,TORQUESA ARMADOR 12 POL. SAO ROMAO
4.09.00000555485,BICO DE CONTATO 1.2  REBAIXADO SOLDA MG
4.09.00000558123,COMPRESSOR 15 180 LITROS 3HP 140 LBF  MARCA PRESSURE
4.09.00000599147,SERRA COPO 76MM = 3  HSS BI-METAL
4.09.00000605000,BOMBA HID MAN 1VEL 700BAR P39
4.09.00000605100,BOMBA HID MAN 2VEL 700BAR P80
4.09.00000607002,BOMBA 24V C/FILTRO 25L/MIN
4.09.00000607509,BOMBA 12V C/FILTRO 25L/MIN
4.09.00000610005,CIL HID S.ACAO C-26MM 10T RC101
4.09.00000610010,CIL HID S.ACAO C?54MM 10T RC102
4.09.00000610020,CIL HID S.ACAO C?105MM 10T RC104
4.09.00000610310,MANG C/1,8MTS 700BAR HC9206
4.09.00000610320,MANG C/3,00MTS 700BAR HC9210
4.09.00000610330,MANOM GLIC 63MM 1/4 700BAR
4.09.00000615220,LAVADORA DE ALTA PRESSAO KARCHER HD 6/15-4 MAXI- 220V
4.09.00000678235,TRENA AÄO 3 METROS
4.09.00000770902,BICO CORTE CONDOR 1502 N10 101006/101267
4.09.00000770903,BICO CORTE CONDOR 1503 N15 101006/101267
4.09.00000790103,PONTA PROVA P/ MULT MTL-07
4.09.00000791170,PENDENTE ARAME G 12V C/CABO PP 5MT CF025 
4.09.00000794520,JG CHAVE TORX 5PT C/GUIA 9PC FORC
4.09.00000795151,PISTOLA PINT SUCC DAIX PROD VOYLET EURO
4.09.000008020G3,BOMBA DE GRAXA LUBRIFICANTE MANUAL PARA 14 KGS 8020-G3 - BOZZA
4.09.00000807782,EXTENSAO DE IMPACTO 3/4 - 4
4.09.00000822030,SACA POLIA DE 2 GARRAS AJUSTAVEL
4.09.00000822664,EXTENS«O METAL LONGA
"4.09.00000828486,ADAPTADOR SOQUETE IMPACTO 3/4 X 1"""
4.09.00000870552,MACACO HID 2TON MT012 330MM BOVENAU
4.09.00000880079,MARTELO CABO TUBULAR
4.09.00000882842,JUNTA UNIVERSAL IMP 3/4 GED  KB3295
4.09.00000887847,JOGO SOQUETE E CHAVE TORX 35 PEÄAS
4.09.00000888244,EXTENSAO ENC 3/4 GED  8  3290
4.09.00000889522,REMOVEDOR DE POLIA UNIVERSAL
4.09.00000899999,FURADEIRA IMPACTO 220V
"4.09.000009000LD,FILTRO REGULADOR 1/4"" P/PROPULSORA"
4.09.00000903131,TESTADOR DE BATERIA
4.09.00000903132,TESTADOR DE TENSAO BIPOLAR 6-400V AC/DC 
4.09.00000928403,CHAVE TORX RETA 163BTX15 - REF.163 BTX - T15
4.09.00000940247,EXTRATOR DE PNEU CAP. 1500KG (MAQUINAS DE GRANDE PORTE)
4.09.00000947470,GAVETA N5 PRETA TRAD A120 L150 P250 BICA REF: 947470
4.09.00000950016,KIT DE ROSCA POSTIÄA MILIMETRO DE M5 A M12 FER: ROCAST 4.09.950016
"4.09.00000950018,KIT DE ROSCA PORTIÄA POLEGADA DE 1/4"" A 1/2"" REF: ROCAST 4.09.950018"
4.09.00000954635,MAQUINA DE LAVAR PEÄAS 820X520X950 22L 220V
4.09.00000962902,ADAPT. P/ENS. RAP. R . FEMS 1/4 SCHWEE
4.09.00000963186,ADAPT. ROSCA M 1/4 C/ESP P/MANS 5/16
4.09.00000963500,ENGATE RAP INT 1/4 X  1/4 F
4.09.00000966298,CAVALETE 14TON 520MM CP-35 
4.09.00000982668,KIT DE PONTA MONTADA 1/4 
4.09.00000993506,FERRAMENTA PARA COMPRESS«O VALVULA  DE CABEÄOTE - RAVEN REF. 131004 / 131156
4.09.00000998466,JOGO SOQUETE 3/8 COM  33PCS
4.09.00000999999,ESCADA TIPO TESOURA 5 DEGRAUS
4.09.00000AJ7558,ASPIRADOR PO E LIQUIDO 2800 W 75 L REF: AJ7558 JACTO CLEAN
4.09.00000DR3862,LIXADEIRA PNEUMATICA ROLOC 3 POL. REF: LDR2 4.09.DR3862
4.09.00000DVS029,PA ANTI FAISCA COM CABO DE MADEIRA
4.09.00000ET1605,MULTIMETRO DIGITAL MINIPA ET-1605
4.09.00000FBS402,MOTOBOMBA SUBMERCIVEL INDUSTRIAL FAMAC MODELO ( FBS40/2 TRIFASICO 3.0 CV )
4.09.00000GSA300,GRUPO SOCARIA DE AUTOPORTANTE GSA300
4.09.00000HD613C,PISTOLA PROFISSIONAL
"4.09.00000KB1932,ADAPTADOR IMPACTO 1/2"" P 3/4"" "
4.09.00000LAB475,FONTE MIG LAB 475 AMPERES
4.09.00000LUB18E,CHAVE SACA FILTRO DE ‡LEO TIPO CINTA
4.09.00000LUB440,BOMBA DE GRAXA C/ COMPAC. 7KG LUMAGI
4.09.00000M14020,MACHO MANUAL AR M 14,0 ? 2,0 3P HWM
4.09.00000M20025,MACHO MANUAL AR M 20,0 ? 2,5 3P HWM
4.09.00000M24030,MACHO MANUAL AR M 24,0 ? 3,0 3P HWM
4.09.00000MALAJB,MALA FERRAMENTAS 
4.09.00000MC1000,MACACO HIDRAULICO PARA CAIXA DE CAMBIO 1 TON REF. BOVENAU MC-1000
4.09.00000MT2001,DESMONTADORA DE PNEUS DE CAMINH«O
4.09.00000MT5000,MACACO HIDRAULICO MT 5000 - MT 50 TON
4.09.00000PL2000,LANTERNA DE SEGURANCA INTRISECAMENTE SEGURA REF: PL2000
4.09.00000RM0003,MACACO TIPO JACARE 5 TON - LONGO REF. REBEIRO RM0003
4.09.00000SKIL01,FURADEIRA DE IMPACTO
4.09.00000TPH600,TRANSPORTADOR E POSICIONADOR HIDRAULICO DE PNEU 600KG
4.09.00000WF3000,BOMBA SUBMERSA WF 3000 MOTOR AQUµRIO LAGO FONTE ELEVA 3 METR.
4.09.00001006096,EXTENCAO RIGIDA/FLEXIVEL PARA GALOES
4.09.00001006170,SOQUETE SEXTAVADO DE IMPACTO 1'' x 46 MM K21 - GEDORE
"4.09.00001007363,ESPATULA CHATA PARA PNEU 12"" GEDORE 38\12"
"4.09.00001007365,ESPATULA CHATA PARA PNEU 20"" GEDORE 38\20"
"4.09.00001007366,ESPATULA CHATA PARA PNEU 24"" GEDORE 38\24"
"4.09.00001007367,ESPATULA CHATA PARA PNEU 16"" GEDORE 38\16"
4.09.00001010034,ALICATE AP SELADOR FX-300 P/ FITA PET 13-16MM
4.09.00001011291,SOQUETE SEXTAVADO LONGO DE IMPACTO 1'' x 41 MM K21L - GEDORE
4.09.00001030365,CHAVE COMB.JG. 8 A 24MM C/CATRACACV. 16P 9416BJ BELZER
4.09.00001032508,JOGO FERRAMENTAS COM 150PCS MM E POL ST09510SJ SATA
4.09.00001034503,ALICATE CORTE MODELO SUECO 8314-140JC
4.09.00001038439,MACACO HID. PNEUMATICO 30,0T MTP-30M P/MOLEIRO
4.09.00001040035,SOQUETE JG. 3/4 X 22 A 50 MM 14 PCS 44853/214 TRAMONTPRO
4.09.00001056250,SOQUETE TORX JG. 1/2 E 3/8 10 MACHO E 9 FEMEA C/21 PCS C/CATRACA 97-192 STANLEY
4.09.00001078754,PINGADEIRA 24 LITROS C/3 FUNIS 1010-CF-G2 BOZZA 
4.09.00001082192,MACACO HIDRAULICO JACARE 10 TONELADAS
4.09.00001084486,LIXAD.ORB. LOV300 220V 300W 22000OPM 6001300220
4.09.00001087430,CARRO TUB.P/2 CILINDROS OXI.ACET. 151X60X56 / 60X25CM 6160005000
4.09.00001091650,ESCOVA MAN.LAT«O X/CB MAD. 3 FILEIRAS 3599100300
4.09.00001091668,ESCOVA COPO A. OND 75MM M14 RPM 12500 6325033140
4.09.00001092619,CARRO HIDR.PALET. 2,OT 1150X685MM CSV206 RODA NYLON SIMPLES 6889200685
4.09.00001094500,MULTIMETRO DIGIT.ET-1000
4.09.000011020G2,PROPULSORA PNEUMATICA 30 KG PARA GRAXA COM BALDE + ACESS‡RIOS REF. BOZZA 11020-G2
4.09.000011030G2,PROPULSORA PNEUMATICA 20 KG PARA GRAXA PARA BALDE + CARRINHO + ACESSORIO REF. BOZZA 11030-G2
4.09.00001104238,CHAVE BIELA JG. 8 A 19MM CV.12 PCS RO1802012 3301527 GEDORE RED
"4.09.00001123259,SOQUETE 3/4""x24MM SEXT. IMP. LONGO"
"4.09.00001123260,SOQUETE 3/4"" x 27MM SEXT. IMP. LONGO"
4.09.00001123316,SOQUETE 3/4X 55MM IMP.CURTO 3061340055
"4.09.00001169088,LIXADEIRA ANGULAR 7"" POLEGADAS 2200W SA7021 220V - MAKITA"
4.09.00001600045,HASTE T-45 MF  3660 REF:1600045
4.09.00001622002,FURADEIRA C/ BASE MAGNêTICA 1200W 50MM
4.09.00001699200,ESCADA DE ALUM÷NIO 4 DEGRAUS
4.09.00001699201,ESCADA FIXA ESCAMOTEµVEL COM 2 DEGRAUS PARA CAMINH«O
4.09.00001753700,KIT DE REPARO ELETRICO DEUTSCH REF: SOTREQ 4.09.175-3700
"4.09.00001864053,ALICATE FECHAR TRAVA RETO 7"" 1864053 VISE-GRIP"
4.09.00001999400,LONA POLIETILENO AZUL 6X5MT 200 MICRAS
4.09.00002000006,COROA DE BOTON 3?1/2 T-45 REF:2000006
4.09.000020F1000,MARRETA AÄO CABO FIBRA 1,0KG GEDORE 
4.09.00002334054,LAVADORA HD 585 PROFISSIONAL 220V KARCHER
"4.09.00002362500,MICROTUBO M16X2  1/4"""
4.09.00002400106,DIARO X BOROC 12 MM (REBOLO) REF:2400106
4.09.00002578002,BOMBA TRANSF OLEO TAMB 7801M BOZZA
4.09.00002900025,PUNHO HL 600 T-45 REF: 2900025
4.09.00003001500,TORQUIMETRO DE ESTALO COM CATRACA REVERSIVEL 300-1500 Nm - ENCAIXE 1''
4.09.00003338105,TALHADEIRA 22 MM REF. GEDORE 352 - 22 
4.09.00003469200,TORQUIMETRO ESTALO ENC 3/4 100-500NN 44506/401
4.09.0000352HS19,TALHADEIRA C/EMPUNHADURA 250 X19MM 
4.09.00004001732,MANTA DE RASPA 2 X 2 COM ILHOSES
4.09.00004015070,MACACO JACARE REBAIXADO 3TON
4.09.00004015819,CHAVE GRIFO 24 HEAVY DUTY
4.09.00004015878,CHAVE GRIFO 18 HEAVY DUTY
4.09.00005005590,CHAVE FIXA DE BATER 46MM
4.09.00005005591,CHAVE DE BATER ESTRIA  1.1/8ÔÔ
"4.09.00005050503,CHAVE DE IMPACTO 1/2"" PORTER CABLE - PT501"
4.09.00005050504,CHAVE DE CANO 36 mm
"4.09.00005050505,SOQUETE EXTRIADO DE 3/4"" DE 38 MM REF. GEDORE D 32 - 38"
"4.09.00005050506,SOQUETE EXTRIADO DE 3/4"" DE 1.7/8"" REF. GEDORE D 32 - 1.7/8"""
4.09.000050LT303,COLETOR DE OLEO C/ CARRINHO 50 LT 303 JACTOIL
4.09.00005478521,CHAVE DE BATER ESTRIA  2.1/4
4.09.00005478532,CAMB«O PARA REBOQUE (EMPILHADEIRAS DE 50VX A 70VX) 
4.09.000059560MM,MARCADR MILLE.MHG 5 9 5-6,0MM C/100 AM HEL REF:4.09.000059560MM
4.09.00006428884,ALICATE SACA ANEL ELASTICO EXTERNO COM PONTA CURA 90¯
4.09.00006720390,EXTRATOR PARAF.QUEB. 1 A 6,0 6PC 2,0 A 13,5 01.32.35.593-1 ADES
4.09.00006748767,CHAVE BATER FIXA 133-46MM 009007 GEDORE
"4.09.00006777260,SOQUETE HEXAGONAL JG 1/2"" 4 a 17MM"
"4.09.00006799124,CABO P/SOQ.ENC.1/2X10"" ARTIC. 1996 015310 015310 1996 GEDORE"
4.09.00006815359,TALHADEIRA CHT. 10X 1.1/4 02206010 PACETTA
4.09.00006815529,TALHADEIRA OCTAGONAL 15X150 CV. 352/15 038102 GEDORE
"4.09.00006820492,CHAVE MULTIP.TORQUE 4X 1 ENTRADA 1/2"" SAIDA 3/4"" 172,5/KG"
4.09.00006872069,GAVETEIRO INDL N.3 PRETO 7,5X10,5X18 N3 SILPAS
"4.09.00007052464,CHAVE AJUST.P/PORCA 8""ABER.26MM OXIDO 213008BX BELZER"
4.09.00007295227,ELETRODO INOX E308l - 17/6130 2,00 P/204/308 2KG 0302014 ESAB
4.09.00007659873,GAVETEIRO INDL N.5 AZUL 12 X 15 X 25 N5 AZUL 128 SILPA
4.09.00007772300,EXTRATOR HIDR.3G 200X105MM 8565 040450 040450 8565-4 HSP1L GEDORE
4.09.00007777219,MANG. HIDRAUL. SAE 100R7 AT 3/8 TEXTIL
4.09.00007889496,EXTENS«O FLEX IMANTADA 450/01 050973
4.09.00007968710,CHAVE ALLEN JG. 0,7-10 E1/16-3/8 42-25MP 012107 012107 42-25MP GEDORE
"4.09.00008000A21,ALICATE ABRIR TRAVA CURVO 6.3/4"" 8000A21"
"4.09.00008000J21,ALICATE FECHAR TRAVA CURVO 6.3/4"" 8000J21"
4.09.00008294488,SOQUETE JG.ALLEN 1/2 4 A 17 8PC 44845/508 TRAMONTPRO
4.09.00009722240,ALIACTE CRIMPAR TERM/CON.0,75/050-6MM 9722240 REF:4.09.00009722240
4.09.00009927148,EXTRATOR VENTIL DA VALVULA DE SERVICO GM R12/R134A 91290
4.09.00009950452,MARRETA C/CABO 01.0KG 
4.09.00009950453,MARTELO UNHA MASTER 40370/025 
4.09.00009950454,JOGO SOQUETE ESTRIADO ENC1/2 10A32MM 23PC 
4.09.00009950455,JOGO CHAVE CANHAO 33-12MM 03 A 14MM
"4.09.00009950456,CHAVE INGLESA 10"" 2078610/13928"
4.09.00009950457,CHAVE ALLEN 14MM 
4.09.00009950458,SOQUETE SEXT M (3/4 X 36MM)
4.09.00009950459,SOQUETE SEXT M (3/4 X 38MM)
4.09.00009950460,ALICATE UNIVERSAL 8280-8 IOX 
4.09.00009982000,GUINCHO HID RODA NYLON 500KG
4.09.0000BALANÄA,BALANÄA
4.09.0000BSP0400,MANOMETRO 0 A 400 BAR ROSCA TRASEIRA DE 1/4 BSP 
4.09.0000D707045,CHAVE DE IMPACTO 3/4
4.09.0000DR34824,MINI RETIFICA PNEUMATICA PINÄA DE 1/4  REF: LDR2
4.09.0000ENX001F,ENXADA PVC RIGIDO ANTIFAISCA C CABO DE MADEIRA
4.09.0000ESMERIL,MOTO ESMERIL MMI-50 MOTO MIL
4.09.0000ETE7255,SOQUETE ETE 7255
"4.09.0000GWS6115,ESMERILHADEIRA ANGULAR 4.1/2"" 670 WATTS ROTAÄAO DE 11.000 RPM - GWS 6-115"
4.09.0000HD1215S,MAQUINA LAVAR TRIFASICA 220V 2100PSI HD12/15S KARCHER
4.09.0000IDS1000,INJETOR DE SINAL E SIMULADOR DE SENSOR DE ROTAÄ«O
4.09.0000LUB7000,PROPULSORA PNEUMATICA DE GRAXA P/ TB COMPLETA C/ MANG 15MTS LUMAGI
4.09.0000MA00002,MACHO AR SERI MG 16-2,0 3PDO E100
4.09.0000MGH2TPP,GUINCHO HIDRAULICO 2 TON.
4.09.0000MIGMB26,BICO MIG QM 1,2 MB 26 OXIMIG
4.09.0000MOV0475,CONTAINER MODULO ESCRITORIO TERMO ACUSTICO
4.09.0000MOV0476,CONTAINER MODULO DUPLO
4.09.0000MOV0479,CONTAINER MODULO ALMOXARIFADO TERMO ACUSTICO
4.09.0000PLAT500,ESCADA  PLATAFORMA 0,50M 01 DEGR + PLAT
4.09.0000PLAT750,ESCADA  PLATAFORMA 0,75M 02 DEGR + PLAT
4.09.0000ROUTE66,BANCADA FECHADA C/ 4 PORTAS ROUTE 66 RLL-213L ROTTERMAN (VIDE OBSERVAÄ«O)
4.09.0000SHP5000,SHAMPOOZEIRA ELETRONICA COM TEMPO AJUSTAVEL 220V REF: PLANATAC SHP5000
4.09.0000STCAN01,CANETA TESTE DE POLARIDADE
"4.09.0000TB7120D,SOQUETE ESTRIADO 3/4"" X  5/8"" X 51MM"
4.09.0000TORK001,TORQUIMETRO ESTALO 1/2  25  135 NM ROB 2550 / 13
4.09.0000TRMS177,MULTIMETRO DIGITAL AC/DC TRMS FLUKE 177
4.09.00010019710,GRAMPO TERRA CARBORAFITE FER: N-500 4.09.10019710
4.09.00010027001,BALANÄA ELETRONICA P/ GARRAFA DE GAS 50KG
4.09.00010027034,CORTADOR MANUAL P/ MANGUEIRAS TIPO ALICATE IMPORTADO
4.09.00010027051,MANOMETRO R-134A C/ MANGUEIRAS 1,5 LUXO
4.09.00010027109,BOMBA VACUO 8,0 CFM 220V 60HZ
4.09.00010030001,TALHA MANUAL DE CORRENTE HOVAM
4.09.000100AMHEL,MARCADOR MILLE.MHG2/5 0 0,5-6,0MM C/100 AM HEL FER: 4.09.100AMHEL
4.09.00010119131,CAIXA,SUPERIOR,WKM,9 METROS
4.09.00010119132,CAIXA INFERIOR WKM 9 METROS
4.09.00010119715,ETIQUETA LOGO MSA
4.09.00010250003,TROLLEY MANUAL TALHA CORRENTE S/ CORRENT
4.09.00010272019,CAVALETE
4.09.00010400003,PORTICO MOVEL MANUAL 03TON
4.09.00011999999,RETIFICA DREMEL 3000 C/10 PÄS
"4.09.00015050505,SOQUETE EXTRIADO DE 3/4"" DE 36 MM REF. GEDORE D 32 - 36"
4.09.00015203600,TALHA 03 TON. X 6,00 ELEVAÄ«O DE CORRENTE MANUAL
4.09.00019945910,LAVADORA ALTA PRESS C CARR K5550 MONO 220V KARCHER
4.09.00020002222,EXTRATOR DE PNEU CAP. 1800KG (MAQUINAS DE GRANDE PORTE)
4.09.00021476765,CHAVE DE RODA 24 X 27 KRAUCHER VANADIUM 500 MM
4.09.00022024042,KIT DE FERRAMENTAS X16
4.09.000248011BR,ALAVANCA PARA MECANICO REF: BELZER 36011
4.09.00026001013,CH SQ HEX LONG GEDORE 016.450 3/8
4.09.00029929784,KIT ABASTECIMENTO P/ ‡LEO LUBRIFICANTE
4.09.0003010MH25,CARRETEL MANUAL B.SIMPLES P/OLEO C/ 25MT MANGUEIRA
"4.09.00034001004,ACESS.3/4 GEDORE 017.120 EXTENSAO 8"" REF: 34001004"
"4.09.00034001005,ACESS.3/4 GEDORE 017.130 EXTENSAO 16"""
"4.09.00034001009,ACESS.3/4 GEDORE 017.150 CATRAC.SIMP.20"" REF: 34001009"
4.09.00034455040,TORQUIMETRO TORCOFIX 3/4 POL RAHSOL 75 400NM 4550 40
"4.09.000346623DG,TORQUIMETRO DE ESTALO COM ENCAIXE DE 3/4"" 200 A 1000Nm REF. KINGTONY-346623DG"
"4.09.00035010149,CANIVETE 55010 3"" CABO AC ETATO PROCK"
4.09.00040001229,EXETENS«O SOLDOX 201 NUM 6 GENTEC P/N1
4.09.00040015479,EXTENSAO SOLDOX 201 - S NUM 4 GINTEC P/N1
4.09.00040123983,CABECA CORTADORA CC201 GENTEC P/N 12102
4.09.00040444007,MARTELO PENA 500G CABO TUBULAR
4.09.00040721010,MARRETA AÄO OITAVADA CABO FIBRA LONGO 5,0KG TRAMONTINA 
4.09.00040721020,MARRETA OIT 10KG CABO DE FIBRA 40721/020 - CABO PLASTICO
4.09.000425DCTRI,MµQUINA DE SOLDA RETIFICADORA TRIFµSICO 430A - BAMBOZZI-TRR2600S
4.09.00044027008,EXTRATOR 2G 200X290MM 44027/008 TRAMONTPRO
4.09.00044550301,LANTERNA LED RECARREGµVEL BIVOLT 1220 MAH
4.09.00044820108,CABO DE FORÄA TIPO T ENCAIXE 3/8
"4.09.00044836103,EXTENSAO CURTA 3"" ENCAIXE 1/2"""
4.09.000530560MM,MARCADOR MILLE MHG2/5 3 0,5-60, 0MM C/100 AM HEL REF: 4.09.530560MM
4.09.000540560MM,MARCADOR MILLE.MHG2/5 4 0,5-6,0MM C/100 AM HEL FER:4.09540560MM
4.09.00054785412,CHAVE DE BATER ESTRIA  2.3/8
4.09.000550560MM,MARACDOR MILLR.MHG2/5 5 0,5-6,00MM C/100 AM HEL REF: 4.09.550560MM
4.09.000560560MM,MARCADOR MILLE MHG2/5 6 0,5-6,0MM C/100 AM HEL REF:4.09.560560MM
4.09.000570560MM,MARCADOR MILLE.MHG2/5 7 5-6,0MM C/100 AH HEL REF:4.09.000570560MM
4.09.000580560MM,MARCADOR MILLE MHG.5 8 5-6,0MM C/100 AM HELL FER:4.09.580560MM
4.09.00058468741,CADINHO PARA SOLDA EXOTERMICA
4.09.00058468742,MARRETA (ANTI-RETROCESSO) POLIETILENO 2,3 KG
4.09.00058468743,REBITADOR MANUAL 3/32 A 3/16
4.09.000590560MM,MARCADOR MILLE.MHG2/5 9 0,5-6,0MM C/100 AM HEL REF:4.09.000590560MM
"4.09.00067005240,CH P TUBO AM ROBUST 061.550 1227-24"""
"4.09.00069911100,CHAVE DE FENDA/PHILLIPS 5 PEÄAS 150/160S 1/8X5A1/4X6"""
4.09.0007250130Z,CONTAINER DE SEGURANCA TIPO II COM MANGUEIRA 1 POL
4.09.00077395105,ESPATULA CABO PLASTICO
4.09.00082014003,CARRINHO PARA FERRAMENTAS COM 01 GAVETA - FERCAR - Nß 2 - SOLDADO
4.09.00082075011,BROCA DE AÄO HSS 05MM
4.09.00093985540,ENCERADEIRA KARCHER MODELO BDS 35/175 C
4.09.00099500615,MACACO HIDRAULICO 3.5 TON
4.09.00099500616,CALIBRADOR JUMBO DE 10 A 150 LBS METAL 255 - R5566C - 1032.15
4.09.00099500617,MARTELO BOLA BRONZE 500GR CABO FIBRA IGLESIAS 
4.09.00099500618,MACACO HIDRAULICO 20 TON
4.09.00099500619,TESOURA CORTA VERGALH«O 24'' 900MM
4.09.00099500620,ESTAÄ«O TOTAL TOPCON GM 55 
4.09.00099500621,SOQUETE CRMO 1POLLONGO 27MM - SIGMA 
4.09.00099500622,SOQUETE CR-MO 1POLLONGO 30MM - SIGMA 
4.09.00099500623,SOQUETE CR-MO 1POLLONGO 32MM - SIGMA 
4.09.00099500624,SOQUETE CR-MO 1POLLONGO 33MM - SIGMA 
4.09.00099500625,SOQUETE CR-MO 1POLLONGO 36MM - SIGMA 
4.09.00099500626,SOQUETE CR-MO 1POLLONGO 41MM - SIGMA 
4.09.00099500627,ESTEIRA DO MECANICO PLASTICA C/ ENCOSTO DE CABEÄA E RODINHAS - 1044.01
4.09.00099500628,G100-518 KIT DE ESPATULAS (3PCS) - (DES) MONTAGEM PNEUS S/ CAMARA
4.09.00099500629,EXTENSAO RIGIDA 150 MM 
4.09.00099500630,EXTENSAO RIGIDA 170 MM 
4.09.00099500631,INFLADOR DE AR 
4.09.00099500632,VULCANIZADORA V300 220V
4.09.00099500633,INFLADOR BICO DUPLO 1/4POL
"4.09.00099500634,LAMINA DE SERRA BIMETAL 12"""
4.09.00099500635,KIT NAJA P/ MONTAR E DESMONTAR PNEUS
"4.09.00099500636,ESQUADRO CABO ALUMINIO 10"""
4.09.00099500637,NIVEL OTICO NA2
4.09.00099890912,ENXADINHA SACHO
4.09.00099890913,PA DE BICO COM CABO
4.09.00099890914,COMPRESSOR 60 FORT/425 (MTA)
4.09.00099890915,TALHADEIRA SEXTAVADA COM PROTECAO 300X19MM
4.09.00099890916,TRENA AÄO LONGA 30M
4.09.00099890917,BROCA P/CONCRETO 10 X 120MM
4.09.00099890918,MARRETA DE COBRE CABO FIBRA 2KG
4.09.00099890919,MARRETA DE COBRE CABO FIBRA 5KG
4.09.00099890920,SUPORTE DUPLO P/CARREGADOR E BATERIA 
4.09.00099890921,CARRINHO P/BATERIA 1220X425X784mm
4.09.00099890922,DISCO DE CORTE 4.1/2 X 3/32 X 7/8 
4.09.00099890923,FERRO SOLDA 60W - 220V
4.09.00099890924,DISCO DE CORTE 9X3/32X7/8
4.09.00099890925,JOGO DE SOQUETE ISOLADO VDE 1/2 10 - 32MM 20PC
4.09.00099890926,JOGO DE CHAVE ALLEN CURTA 3,0-12MM 7PCS VDE ISOLADA 44318/907
4.09.00099890927,JOGO DE FERRAMENTA C/ 18PCS ISOLADA VDE 44349/918
4.09.00099890928,CHAVE FIXA UMA BOCA VDE 24 MM ISOLADA IEC 60900
4.09.00099890929,CHAVE FIXA UMA BOCA VDE 10 MM ISOLADA IEC 60900
4.09.00099890930,CHAVE FIXA UMA BOCA VDE 11 MM ISOLADA IEC 60900
4.09.00099890931,CH FIXA UMA BOCA VDE 13 MM ISOLADA
4.09.00099890932,CH FIXA UMA BOCA VDE 14 MM ISOLADA
4.09.00099890933,CH FIXA UMA BOCA VDE 15 MM ISOLADA
4.09.00099890934,CHAVE FIXA UMA BOCA VDE 12 MM ISOLADA IEC 60900
4.09.00099890935,CHAVE FIXA UMA BOCA VDE 16 MM ISOLADA
4.09.00099890936,CHAVE FIXA UMA BOCA VDE 17 MM ISOLADA
4.09.00099890937,CHAVE FIXA UMA BOCA VDE 19MM ISOLADA
4.09.00099890938,CHAVE FIXA UMA BOCA VDE 22MM ISOLADA
4.09.00099890939,CHAVE ESTRELA 24 X 27MM
4.09.00099890940,CHAVE CATRACA TELESCOPICA 1/2 (12)
